Date,Power Station,Monitored Cap.(MW),Total Cap. Under Maintenace (MW),Planned Maintanence (MW),Forced Maintanence(MW),Other Reasons (MW),Programme (MW),Actual (MW),Excess(+) / Shortfall (-) (MW),Deviation (MW)
01-09-2017,CESC,1125,625,250,240,135,11.07,11.01,-0.06,-0.54
01-09-2017,BRBCL,1000,0,0,0,0,15.48,20.68,5.2,33.59
01-09-2017,HEL,600,0,0,0,0,12.4,11.68,-0.72,-5.81
01-09-2017,ADHUNIK,540,270,0,270,0,10.16,9.75,-0.41,-4.04
01-09-2017,Sikkim,1200,0,0,0,0,6.61,8.11,1.5,22.69
01-09-2017,Odisha,3894.55,232,232,0,0,40.6,40.58,-0.02,-0.05
01-09-2017,Jharkhand,550,0,0,0,0,6.55,7.7,1.15,17.56
01-09-2017,Andaman & Nicobar Islands,57.52,0,0,0,0,0.42,0.36,-0.06,-14.29
01-09-2017,VEMAGIRI,370,370,0,0,370,0,0,0,0
01-09-2017,UPCL,1200,1200,0,1200,0,10.84,0,-10.84,-100
01-09-2017,ST-CMSECP,250,250,0,250,0,4.03,0,-4.03,-100
01-09-2017,West Bengal,5876,689.5,222.5,467,0,80.47,101.35,20.88,25.95
01-09-2017,HMEL,300,150,0,150,0,2.64,3.38,0.74,28.03
01-09-2017,IBPIL,350,350,0,0,350,0,0,0,0
01-09-2017,ICCL,0,0,0,0,0,0.55,1.12,0.57,103.64
01-09-2017,Meghalaya,322,72,72,0,0,1.67,1.52,-0.15,-8.98
01-09-2017,Manipur,36,0,0,0,0,0,0,0,0
01-09-2017,Assam,406.36,123.15,0,103.15,20,4.01,5.75,1.74,43.39
01-09-2017,VEDANTA,600,0,0,0,0,5.29,6.91,1.62,30.62
01-09-2017,TATA PCL,240,0,0,0,0,4.39,4.27,-0.12,-2.73
01-09-2017,SKPPPL,96,0,0,0,0,0.32,0.35,0.03,9.38
01-09-2017,SEPL,97,0,0,0,0,0.52,0.52,0,0
01-09-2017,NTPC Ltd.,11730,2770,700,1570,500,200.16,189.28,-10.88,-5.44
01-09-2017,NSPCL,0,0,0,0,0,1.39,0,-1.39,-100
01-09-2017,NPGCL,1980,660,660,0,0,29.81,27.92,-1.89,-6.34
01-09-2017,NHPC,862,113,40,0,73,5.26,5.16,-0.1,-1.9
01-09-2017,NALCO,0,0,0,0,0,0.26,0,-0.26,-100
01-09-2017,MPL,1050,0,0,0,0,19.26,22.09,2.83,14.69
01-09-2017,MBPC,113,0,0,0,0,0.52,0.34,-0.18,-34.62
01-09-2017,LBPL,0,0,0,0,0,0,0,0,0
01-09-2017,K.B.U.N.L,390,0,0,0,0,6.84,8.42,1.58,23.1
01-09-2017,JITPL,1200,0,0,0,0,17.43,24.68,7.25,41.59
01-09-2017,NPL,1400,0,0,0,0,27.03,29.4,2.37,8.77
01-09-2017,NTPC Ltd.,13274.06,4154.06,660,3494.06,0,158.3,185.49,27.19,17.18
01-09-2017,NTPGPL,0,0,0,0,0,0.32,0,-0.32,-100
01-09-2017,NUPPL,0,0,0,0,0,4.05,0,-4.05,-100
01-09-2017,TATA PCL,930,180,0,0,180,7.1,10.17,3.07,43.24
01-09-2017,TATA MAH.,447,24,0,24,0,3.56,6.55,2.99,83.99
01-09-2017,SVPPL,63,63,0,0,63,0,0,0,0
01-09-2017,STPL,1350,1350,0,0,1350,0,0,0,0
01-09-2017,SPPL,150,150,0,0,150,0,0,0,0
01-09-2017,SPL,3960,660,0,660,0,90.02,79.31,-10.71,-11.9
01-09-2017,SKS,600,300,300,0,0,3.42,5.95,2.53,73.98
01-09-2017,TOR. POW. (SUGEN),1147.5,765,0,765,0,13.36,5.1,-8.26,-61.83
01-09-2017,SCPL,100,50,0,50,0,1.88,1.04,-0.84,-44.68
01-09-2017,RGPPL,1967.08,1967.08,0,0,1967.08,8.8,0,-8.8,-100
01-09-2017,RELIANCE,48,48,0,0,48,0,0,0,0
01-09-2017,REGL,600,0,0,0,0,10.16,13.97,3.81,37.5
01-09-2017,RATTANINDIA,1350,0,0,0,0,23,29.35,6.35,27.61
01-09-2017,PGPL,388,388,0,0,388,0,0,0,0
01-09-2017,NTPC Ltd.,19813.59,3933.59,1960,1973.59,0,324.43,352.97,28.54,8.8
01-09-2017,NSPCL,500,0,0,0,0,9.89,11.39,1.5,15.17
01-09-2017,RKMPPL,1440,720,0,720,0,18.19,15.2,-2.99,-16.44
01-09-2017,TOR. POW. (UNOSUGEN),1944.5,1703.5,121,382.5,1200,13,5.56,-7.44,-57.23
01-09-2017,TRNE,600,300,0,300,0,4.26,5.34,1.08,25.35
01-09-2017,VESPL,35,35,0,0,35,0,0,0,0
01-09-2017,GMR ENERG,220,220,0,0,220,0,0,0,0
01-09-2017,GAUTAMI,464,464,0,0,464,0,0,0,0
01-09-2017,CEPL,1200,600,0,600,0,8.38,9.47,1.09,13.01
01-09-2017,BSES(C),174,174,0,0,174,0,0,0,0
01-09-2017,BSES  AP,220,220,0,0,220,0,0,0,0
01-09-2017,BELLARY,25.2,0,0,0,0,0,0,0,0
01-09-2017,APGPCL,272,272,0,0,272,2.29,0,-2.29,-100
01-09-2017,ABAN POWR,119.8,119.8,0,0,119.8,1.23,0,-1.23,-100
01-09-2017,Telangana,7648.1,1153.3,332.5,0,820.8,106.97,112.39,5.42,5.07
01-09-2017,Tamil Nadu,7012.28,1072.5,0,970,102.5,100.3,97.61,-2.69,-2.68
01-09-2017,Puducherry,32.5,0,0,0,0,0.65,0.7,0.05,7.69
01-09-2017,Kerala,2024.11,330.05,223.55,50,56.5,15.4,16.58,1.18,7.66
01-09-2017,Karnataka,8709.2,3374.9,62.9,2532.5,779.5,111.46,74.42,-37.04,-33.23
01-09-2017,Andhra Pradesh,6855.4,655.4,472.8,52.8,129.8,99.15,81.75,-17.4,-17.55
01-09-2017,WPCL,2340,135,0,135,0,35.71,42.75,7.04,19.71
01-09-2017,VVL,135,135,0,0,135,0,0,0,0
01-09-2017,VIP,600,600,0,0,600,0,0,0,0
01-09-2017,NPCIL,1840,860,320,540,0,37.03,23.79,-13.24,-35.75
01-09-2017,SPGL,208,208,0,0,208,1.2,0,-1.2,-100
01-09-2017,NHDC,1520,0,0,0,0,8.07,6.52,-1.55,-19.21
01-09-2017,MBPMPL,1200,0,0,0,0,21.64,22.22,0.58,2.68
01-09-2017,APL,7920,4620,660,0,3960,118.84,72.46,-46.38,-39.03
01-09-2017,AMNEPL,246,246,0,0,246,0,0,0,0
01-09-2017,AEML,500,0,0,0,0,11.21,10.56,-0.65,-5.8
01-09-2017,ACPL,0,0,0,0,0,0,0,0,0
01-09-2017,ACB,325,25,0,0,25,6.2,6.04,-0.16,-2.58
01-09-2017,Maharashtra,12778,1949,125,1488,336,159.05,167.47,8.42,5.29
01-09-2017,Madhya Pradesh,6115,1901,935,861,105,91.46,81.32,-10.14,-11.09
01-09-2017,BALCO,600,300,0,300,0,8.94,5.34,-3.6,-40.27
01-09-2017,Gujarat,9577.82,3928.82,420,1607,1901.82,83.17,73.85,-9.32,-11.21
01-09-2017,TSPL,1980,660,0,660,0,32.78,25.13,-7.65,-23.34
01-09-2017,TPDDL,108,108,0,0,108,0,0,0,0
01-09-2017,THDC,1400,100,100,0,0,13.48,11.44,-2.04,-15.13
01-09-2017,SrEPL,225,225,0,0,225,1.97,0,-1.97,-100
01-09-2017,SJVNL,1912.02,500,0,0,500,9.68,9.79,0.11,1.14
01-09-2017,RPSCL,1200,0,0,0,0,13.35,24.26,10.91,81.72
01-09-2017,PPGCL (Jaypee),1980,0,0,0,0,33.36,32.4,-0.96,-2.88
01-09-2017,Chhatisgarh,2960,710,0,710,0,48.24,47.67,-0.57,-1.18
01-09-2017,BLAPPL,90,0,0,0,0,1.68,1.84,0.16,9.52
01-09-2017,CGPL,4000,1600,0,1600,0,25.78,43.43,17.65,68.46
01-09-2017,CLPINDIA,655,655,0,0,655,0,0,0,0
01-09-2017,LVTPL,0,0,0,0,0,0,0,0,0
01-09-2017,LANCO,600,0,0,0,0,13.39,9.55,-3.84,-28.68
01-09-2017,JSWEL,300,300,0,300,0,4.48,0,-4.48,-100
01-09-2017,JPPVL,1820,0,0,0,0,34.24,27.51,-6.73,-19.66
01-09-2017,JPL,3400,600,0,600,0,39.22,56.47,17.25,43.98
01-09-2017,JHAPL,600,0,0,0,0,11.58,9.74,-1.84,-15.89
01-09-2017,IEPL,270,0,0,0,0,0.23,3.67,3.44,1495.65
01-09-2017,GMR ENERG,600,0,0,0,0,11.22,12.81,1.59,14.17
01-09-2017,GIPCL,660,285,0,285,0,8.9,8.34,-0.56,-6.29
01-09-2017,GEPL,120,120,0,0,120,0,0,0,0
01-09-2017,GCEL,1370,0,0,0,0,22.2,22.81,0.61,2.75
01-09-2017,ESSARPMPL,1200,600,0,600,0,17.36,10.49,-6.87,-39.57
01-09-2017,ESSAR,515,515,0,0,515,0,0,0,0
01-09-2017,EPGL,1200,0,0,0,0,12.58,19.68,7.1,56.44
01-09-2017,DLHP,34,0,0,0,0,0,0,0,0
01-09-2017,DIL,600,0,0,0,0,0,11.62,11.62,0
01-09-2017,DBPCL,1200,0,0,0,0,21.68,20.52,-1.16,-5.35
01-09-2017,MCCPL,300,0,0,0,0,5.81,6.58,0.77,13.25
01-09-2017,SEPL,600,600,0,600,0,0,0,0,0
01-09-2017,SEPCPPL,525,525,0,525,0,5.58,0,-5.58,-100
01-09-2017,SEIL,2640,0,0,0,0,37.58,43.72,6.14,16.34
01-09-2017,NHPC,4484.2,1459.4,817.4,0,642,24.66,18.69,-5.97,-24.21
01-09-2017,MUNPL,1320,0,0,0,0,18.71,26.35,7.64,40.83
01-09-2017,MPCL,86,0,0,0,0,0.26,0.41,0.15,57.69
01-09-2017,L&T,99,33,33,0,0,0.42,0.62,0.2,47.62
01-09-2017,LPGCL,1980,0,0,0,0,26.45,32.8,6.35,24.01
01-09-2017,LAPPL,1200,600,600,0,0,22.83,11.64,-11.19,-49.01
01-09-2017,JSWBL,1080,540,0,540,0,19.6,13.85,-5.75,-29.34
01-09-2017,NLC,250,125,0,125,0,3.8,2.85,-0.95,-25
01-09-2017,JPPVL,400,0,0,0,0,1.61,1.97,0.36,22.36
01-09-2017,IAEPL,36,36,36,0,0,0.16,0,-0.16,-100
01-09-2017,HSPCL,100,0,0,0,0,0.32,0.35,0.03,9.38
01-09-2017,HBPCL,1345,0,0,0,0,6.71,5.08,-1.63,-24.29
01-09-2017,GPGSL (GVK),540,270,0,270,0,7.88,5.01,-2.87,-36.42
01-09-2017,GMR BHHPL,180,120,0,0,120,0.29,0.49,0.2,68.97
01-09-2017,GIPL,225,225,0,0,225,0.97,0,-0.97,-100
01-09-2017,GBHPPL,70,35,35,0,0,0.19,0.24,0.05,26.32
01-09-2017,JhPL(HR),1320,0,0,0,0,21.71,25.31,3.6,16.58
01-09-2017,NPCIL,1520,420,420,0,0,26.18,26.08,-0.1,-0.38
01-09-2017,NPL,1400,0,0,0,0,27.03,29.19,2.16,7.99
01-09-2017,NTPC Ltd.,13274.06,4154.06,660,3494.06,0,158.29,178.32,20.03,12.65
01-09-2017,AMNEPL,246,246,0,0,246,0,0,0,0
01-09-2017,AEML,500,0,0,0,0,11.21,9.93,-1.28,-11.42
01-09-2017,ACPL,0,0,0,0,0,0,0,0,0
01-09-2017,ACB,325,25,0,0,25,6.2,6.04,-0.16,-2.58
01-09-2017,Maharashtra,12778,1739,125,1278,336,170.41,165.6,-4.81,-2.82
01-09-2017,Madhya Pradesh,6115,1691,935,651,105,91.46,81.29,-10.17,-11.12
01-09-2017,Gujarat,9577.82,3853.82,420,1607,1826.82,88.31,72.04,-16.27,-18.42
01-09-2017,Chhatisgarh,2960,500,0,500,0,48.24,50.7,2.46,5.1
01-09-2017,TSPL,1980,660,0,660,0,32.78,25.63,-7.15,-21.81
01-09-2017,TPDDL,108,108,0,0,108,0,0,0,0
01-09-2017,THDC,1400,100,100,0,0,13.48,11.1,-2.38,-17.66
01-09-2017,SrEPL,225,225,0,0,225,1.97,0,-1.97,-100
01-09-2017,SJVNL,1912.02,500,0,0,500,9.68,9.77,0.09,0.93
01-09-2017,RPSCL,1200,0,0,0,0,13.35,23.52,10.17,76.18
01-09-2017,PPGCL (Jaypee),1980,0,0,0,0,33.36,32.83,-0.53,-1.59
01-09-2017,NUPPL,0,0,0,0,0,4.05,0,-4.05,-100
01-09-2017,NTPGPL,0,0,0,0,0,0.32,0,-0.32,-100
01-09-2017,E.P.P.L.,100,0,0,0,0,0.16,0.25,0.09,56.25
01-09-2017,APL,7920,4620,660,0,3960,118.84,69.95,-48.89,-41.14
01-09-2017,DAE,100,100,0,100,0,0,0,0,0
01-09-2017,BEPL,450,450,0,450,0,3.46,0,-3.46,-100
01-09-2017,VEDANTA,600,0,0,0,0,5.29,6.95,1.66,31.38
01-09-2017,TATA PCL,240,0,0,0,0,4.39,3.94,-0.45,-10.25
01-09-2017,SKPPPL,96,0,0,0,0,0.32,0.35,0.03,9.38
01-09-2017,SEPL,97,0,0,0,0,0.52,0.53,0.01,1.92
01-09-2017,NTPC Ltd.,11730,3480,700,2280,500,200.16,181.84,-18.32,-9.15
01-09-2017,NSPCL,0,0,0,0,0,1.39,0,-1.39,-100
01-09-2017,NPGCL,1980,660,660,0,0,29.81,27.54,-2.27,-7.61
01-09-2017,Assam,406.36,123.15,0,103.15,20,4.01,6.11,2.1,52.37
01-09-2017,NHPC,862,106,40,0,66,5.26,5.23,-0.03,-0.57
01-09-2017,MPL,1050,0,0,0,0,19.26,22.02,2.76,14.33
01-09-2017,MBPC,113,0,0,0,0,0.52,0.34,-0.18,-34.62
01-09-2017,LBPL,0,0,0,0,0,0,0,0,0
01-09-2017,K.B.U.N.L,390,0,0,0,0,6.84,8.36,1.52,22.22
01-09-2017,JITPL,1200,0,0,0,0,17.43,24.58,7.15,41.02
01-09-2017,ICCL,0,0,0,0,0,0.55,1.14,0.59,107.27
01-09-2017,IBPIL,350,350,0,0,350,0,0,0,0
01-09-2017,NALCO,0,0,0,0,0,0.26,0,-0.26,-100
01-09-2017,Manipur,36,0,0,0,0,0,0,0,0
01-09-2017,Meghalaya,322,72,72,0,0,1.67,1.67,0,0
01-09-2017,Tripura,105,0,0,0,0,1.56,1.93,0.37,23.72
01-09-2017,BBMB,2938.3,438,0,0,438,18.53,33.59,15.06,81.27
01-09-2017,APL,1320,0,0,0,0,24.74,25.66,0.92,3.72
01-09-2017,APCPL,1500,500,0,0,500,9.06,17.95,8.89,98.12
01-09-2017,AHPC (GVK),330,0,0,0,0,1.65,1.93,0.28,16.97
01-09-2017,ADHPL,192,96,96,0,0,0.48,0.6,0.12,25
01-09-2017,Uttar Pradesh,6536.6,1575,750,825,0,98.39,90.28,-8.11,-8.24
01-09-2017,Uttarakhand,1372.15,392.05,108.05,218,66,8.16,10.23,2.07,25.37
01-09-2017,Rajasthan,8844.5,2038,250,1413,375,131.29,130.03,-1.26,-0.96
01-09-2017,Punjab,2701,780,150,420,210,23.82,31.27,7.45,31.28
01-09-2017,Jammu and Kashmir,1285,510,150,0,360,4.87,9.4,4.53,93.02
01-09-2017,Himachal Pradesh,888,302,120,0,182,3.16,3.78,0.62,19.62
01-09-2017,Haryana,2510,550,300,250,0,31.84,41.18,9.34,29.33
01-09-2017,Delhi,2100.4,1010.4,121.2,500,389.2,18.11,9.9,-8.21,-45.33
01-09-2017,ONGC,726.6,0,0,0,0,11.77,12.45,0.68,5.78
01-09-2017,NTPC Ltd.,750,500,250,250,0,10.16,5.02,-5.14,-50.59
01-09-2017,NHPC,105,0,0,0,0,0,0.63,0.63,0
01-09-2017,NEEPCO.,2027,684.5,451,200,33.5,15.55,14.48,-1.07,-6.88
01-09-2017,BIPL,0,0,0,0,0,0,0,0,0
01-09-2017,GREL,768,768,0,0,768,0,0,0,0
01-09-2017,BALCO,600,600,0,600,0,8.94,0.13,-8.81,-98.55
01-09-2017,CGPL,4000,1600,0,1600,0,32.35,36.95,4.6,14.22
01-09-2017,CEPL,1200,600,0,600,0,8.38,9.54,1.16,13.84
01-09-2017,BSES(C),174,174,0,0,174,0,0,0,0
01-09-2017,BSES  AP,220,220,0,0,220,0,0,0,0
01-09-2017,BELLARY,25.2,0,0,0,0,0,0,0,0
01-09-2017,APGPCL,272,272,0,0,272,2.29,0,-2.29,-100
01-09-2017,ABAN POWR,119.8,119.8,0,0,119.8,1.23,0,-1.23,-100
01-09-2017,Telangana,7648.1,2168.1,332.5,0,1835.6,106.97,106.67,-0.3,-0.28
01-09-2017,GAUTAMI,464,464,0,0,464,0,0,0,0
01-09-2017,Tamil Nadu,7012.28,862.5,0,760,102.5,100.3,103.95,3.65,3.64
01-09-2017,Kerala,2024.11,314.05,215.55,50,48.5,15.4,16.07,0.67,4.35
01-09-2017,Karnataka,8709.2,3221.4,62.9,2429,729.5,111.46,69.56,-41.9,-37.59
01-09-2017,Andhra Pradesh,6855.4,655.4,262.8,262.8,129.8,99.15,86.24,-12.91,-13.02
01-09-2017,WPCL,2340,135,0,135,0,35.71,41.69,5.98,16.75
01-09-2017,VVL,135,135,0,0,135,0,0,0,0
01-09-2017,VIP,600,600,0,0,600,0,0,0,0
01-09-2017,VESPL,35,35,0,0,35,0,0,0,0
01-09-2017,Puducherry,32.5,0,0,0,0,0.65,0.7,0.05,7.69
01-09-2017,GMR ENERG,220,220,0,0,220,0,0,0,0
01-09-2017,GREL,768,768,0,0,768,0,0,0,0
01-09-2017,GVKP&IL,220,220,0,0,220,0,0,0,0
01-09-2017,SAMALPATI,105.7,0,0,0,0,0,0,0,0
01-09-2017,PPNPGCL,330.5,330.5,0,0,330.5,0.13,0,-0.13,-100
01-09-2017,PENNA,52.8,52.8,52.8,0,0,0,0,0,0
01-09-2017,NTPL,1000,500,0,500,0,18.19,10.07,-8.12,-44.64
01-09-2017,NTPC Ltd.,7359.58,1859.58,1500,359.58,0,87.16,92.47,5.31,6.09
01-09-2017,NTECL,1500,0,0,0,0,15.19,31.26,16.07,105.79
01-09-2017,NPCIL,3320,440,220,220,0,58.67,70.19,11.52,19.64
01-09-2017,NLC,3390,2090,750,1340,0,46.17,25.92,-20.25,-43.86
01-09-2017,MEL,300,300,0,300,0,0.61,0,-0.61,-100
01-09-2017,MADURAI P,106,0,0,0,0,0,0,0,0
01-09-2017,LVS POWER,36.8,0,0,0,0,0,0,0,0
01-09-2017,KONDAPALI,1476.14,1476.14,0,128.21,1347.94,1.84,0,-1.84,-100
01-09-2017,KONA,445,445,0,0,445,0,0,0,0
01-09-2017,JSWEL,860,300,0,300,0,5.74,9.82,4.08,71.08
01-09-2017,ITPCL,1200,600,0,600,0,14,10.56,-3.44,-24.57
01-09-2017,IBPIL,300,300,0,0,300,0,0,0,0
01-09-2017,HNPC,1040,520,520,0,0,7.36,7.83,0.47,6.39
01-09-2017,TRNE,600,300,0,300,0,4.26,5.33,1.07,25.12
01-09-2017,BLAPPL,90,0,0,0,0,1.68,1.84,0.16,9.52
01-09-2017,TOR. POW. (UNOSUGEN),1944.5,1703.5,121,382.5,1200,10.29,5.72,-4.57,-44.41
01-09-2017,TATA PCL,930,0,0,0,0,7.1,12.17,5.07,71.41
01-09-2017,JSWEL,300,300,0,300,0,4.48,0,-4.48,-100
01-09-2017,JPPVL,1820,0,0,0,0,34.24,25.59,-8.65,-25.26
01-09-2017,JPL,3400,600,0,600,0,39.22,55.27,16.05,40.92
01-09-2017,JHAPL,600,0,0,0,0,11.58,9.01,-2.57,-22.19
01-09-2017,IEPL,270,0,0,0,0,0.23,3.71,3.48,1513.04
01-09-2017,GMR ENERG,600,0,0,0,0,11.22,12.77,1.55,13.81
01-09-2017,GIPCL,660,285,0,285,0,8.9,8.79,-0.11,-1.24
01-09-2017,LANCO,600,0,0,0,0,13.39,9.15,-4.24,-31.67
01-09-2017,GEPL,120,120,0,0,120,0,0,0,0
01-09-2017,ESSARPMPL,1200,600,0,600,0,17.36,10.77,-6.59,-37.96
01-09-2017,ESSAR,515,515,0,0,515,0,0,0,0
01-09-2017,EPGL,1200,0,0,0,0,12.58,17.18,4.6,36.57
01-09-2017,DLHP,34,0,0,0,0,0,0,0,0
01-09-2017,DIL,600,0,0,0,0,6.05,11.27,5.22,86.28
01-09-2017,DBPCL,1200,0,0,0,0,21.68,20.23,-1.45,-6.69
01-09-2017,CLPINDIA,655,655,0,0,655,0,0,0,0
01-09-2017,GCEL,1370,0,0,0,0,22.2,22.56,0.36,1.62
01-09-2017,LVTPL,0,0,0,0,0,0,0,0,0
01-09-2017,MBPMPL,1200,0,0,0,0,21.64,20.84,-0.8,-3.7
01-09-2017,MCCPL,300,0,0,0,0,5.81,6.14,0.33,5.68
01-09-2017,TATA MAH.,447,24,0,24,0,3.56,6.55,2.99,83.99
01-09-2017,SVPPL,63,63,0,0,63,0,0,0,0
01-09-2017,STPL,1350,1350,0,0,1350,0,0,0,0
01-09-2017,SPPL,150,150,0,0,150,0,0,0,0
01-09-2017,SPL,3960,660,0,660,0,90.02,79.38,-10.64,-11.82
01-09-2017,SKS,600,300,300,0,0,3.42,5.85,2.43,71.05
01-09-2017,SCPL,100,50,0,50,0,1.88,1.03,-0.85,-45.21
01-09-2017,RKMPPL,1440,720,0,720,0,18.19,14.34,-3.85,-21.17
01-09-2017,RGPPL,1967.08,1967.08,0,0,1967.08,8.8,0,-8.8,-100
01-09-2017,RELIANCE,48,48,0,0,48,0,0,0,0
01-09-2017,REGL,600,0,0,0,0,10.16,13.83,3.67,36.12
01-09-2017,RATTANINDIA,1350,270,0,270,0,23,25.36,2.36,10.26
01-09-2017,PGPL,388,388,0,0,388,0,0,0,0
01-09-2017,NTPC Ltd.,19813.59,3273.59,1300,1973.59,0,324.43,350.25,25.82,7.96
01-09-2017,NSPCL,500,0,0,0,0,9.89,10.86,0.97,9.81
01-09-2017,NPCIL,1840,860,320,540,0,37.03,23.81,-13.22,-35.7
01-09-2017,NHDC,1520,0,0,0,0,8.07,5.57,-2.5,-30.98
01-09-2017,TOR. POW. (SUGEN),1147.5,765,0,765,0,13.36,5.17,-8.19,-61.3
01-09-2017,HMEL,300,150,0,150,0,2.64,3.19,0.55,20.83
01-09-2017,GVKP&IL,220,220,0,0,220,0,0,0,0
01-09-2017,IBPIL,300,300,0,0,300,0,0,0,0
01-09-2017,ICCL,0,0,0,0,0,0.55,1.09,0.54,98.18
01-09-2017,IBPIL,350,350,0,0,350,0,0,0,0
01-09-2017,HMEL,300,0,0,0,0,2.64,5.85,3.21,121.59
01-09-2017,HEL,600,0,0,0,0,12.4,11.54,-0.86,-6.94
01-09-2017,GMR ENERG,1050,0,0,0,0,21.93,24.2,2.27,10.35
01-09-2017,GIPL,110,0,0,0,0,0.39,0.35,-0.04,-10.26
01-09-2017,DVC,6893.2,2160,600,1520,40,112.45,109.97,-2.48,-2.21
01-09-2017,JITPL,1200,0,0,0,0,17.43,25.46,8.03,46.07
01-09-2017,DEPL,96,48,48,0,0,0.52,0.45,-0.07,-13.46
01-09-2017,CESC,1125,625,250,240,135,11.07,10.74,-0.33,-2.98
01-09-2017,BRBCL,1000,0,0,0,0,15.48,23.34,7.86,50.78
01-09-2017,ADHUNIK,540,270,0,270,0,10.16,6.07,-4.09,-40.26
01-09-2017,West Bengal,5876,689.5,222.5,467,0,72.97,105.48,32.51,44.55
01-09-2017,Sikkim,1200,200,0,0,200,6.61,6.65,0.04,0.61
01-09-2017,Odisha,3894.55,232,232,0,0,40.6,42.54,1.94,4.78
01-09-2017,Jharkhand,550,0,0,0,0,6.55,7.7,1.15,17.56
01-09-2017,CPL,0,0,0,0,0,0,0,0,0
01-09-2017,Andaman & Nicobar Islands,57.52,0,0,0,0,0.42,0.36,-0.06,-14.29
01-09-2017,K.B.U.N.L,390,0,0,0,0,6.84,9.16,2.32,33.92
01-09-2017,MBPC,113,0,0,0,0,0.52,0.34,-0.18,-34.62
01-09-2017,NHPC,105,0,0,0,0,0,0.62,0.62,0
01-09-2017,NEEPCO.,2027,714.5,484.5,200,30,16.05,14.94,-1.11,-6.92
01-09-2017,Tripura,105,0,0,0,0,1.56,1.93,0.37,23.72
01-09-2017,Meghalaya,322,72,72,0,0,1.67,1.34,-0.33,-19.76
01-09-2017,Manipur,36,0,0,0,0,0,0,0,0
01-09-2017,Assam,406.36,123.15,0,103.15,20,4.01,5.77,1.76,43.89
01-09-2017,VEDANTA,600,0,0,0,0,5.29,6.98,1.69,31.95
01-09-2017,LBPL,0,0,0,0,0,0,0,0,0
01-09-2017,TATA PCL,240,0,0,0,0,4.39,4.18,-0.21,-4.78
01-09-2017,SEPL,97,0,0,0,0,0.52,0.51,-0.01,-1.92
01-09-2017,NTPC Ltd.,11730,1910,500,910,500,208.82,217.41,8.59,4.11
01-09-2017,NSPCL,0,0,0,0,0,1.39,0,-1.39,-100
01-09-2017,NPGCL,1980,660,660,0,0,29.81,30.9,1.09,3.66
01-09-2017,NHPC,862,73,40,0,33,5.26,4.59,-0.67,-12.74
01-09-2017,NALCO,0,0,0,0,0,0.26,0,-0.26,-100
01-09-2017,MPL,1050,0,0,0,0,19.26,23.94,4.68,24.3
01-09-2017,SKPPPL,96,0,0,0,0,0.32,0.39,0.07,21.88
01-09-2017,VEMAGIRI,370,370,0,0,370,0,0,0,0
01-09-2017,UPCL,1200,1200,0,1200,0,10.84,0,-10.84,-100
01-09-2017,ST-CMSECP,250,250,0,250,0,4.03,0,-4.03,-100
01-09-2017,GVKP&IL,220,220,0,0,220,0,0,0,0
01-09-2017,GREL,768,768,0,0,768,0,0,0,0
01-09-2017,GMR ENERG,220,220,0,0,220,0,0,0,0
01-09-2017,GAUTAMI,464,464,0,0,464,0,0,0,0
01-09-2017,CEPL,1200,600,0,600,0,8.38,9.5,1.12,13.37
01-09-2017,BSES(C),174,174,0,0,174,0,0,0,0
01-09-2017,BSES  AP,220,220,0,0,220,0,0,0,0
01-09-2017,HNPC,1040,520,520,0,0,7.36,7.98,0.62,8.42
01-09-2017,BELLARY,25.2,0,0,0,0,0,0,0,0
01-09-2017,ABAN POWR,119.8,119.8,0,0,119.8,1.23,0,-1.23,-100
01-09-2017,Telangana,7648.1,1024.5,332.5,0,692,106.97,111.57,4.6,4.3
01-09-2017,Tamil Nadu,7012.28,1512.5,0,1360,152.5,100.3,99.72,-0.58,-0.58
01-09-2017,Puducherry,32.5,0,0,0,0,0.65,0.7,0.05,7.69
01-09-2017,Kerala,2024.11,322.05,223.55,50,48.5,15.4,18.48,3.08,20
01-09-2017,Karnataka,8709.2,2606.4,62.9,1879,664.5,111.46,83.26,-28.2,-25.3
01-09-2017,Andhra Pradesh,6855.4,655.4,472.8,52.8,129.8,95.52,85.64,-9.88,-10.34
01-09-2017,APGPCL,272,272,0,0,272,2.29,0,-2.29,-100
01-09-2017,IBPIL,300,300,0,0,300,0,0,0,0
01-09-2017,ITPCL,1200,600,0,600,0,14,10.88,-3.12,-22.29
01-09-2017,JSWEL,860,300,0,300,0,5.74,9.76,4.02,70.03
01-09-2017,SPGL,208,208,0,0,208,1.2,0,-1.2,-100
01-09-2017,SEPL,600,600,0,600,0,0,0,0,0
01-09-2017,SEPCPPL,525,525,0,525,0,5.58,0,-5.58,-100
01-09-2017,SEIL,2640,0,0,0,0,37.58,46.73,9.15,24.35
01-09-2017,SAMALPATI,105.7,0,0,0,0,0,0,0,0
01-09-2017,PPNPGCL,330.5,330.5,0,0,330.5,0.13,0,-0.13,-100
01-09-2017,PENNA,52.8,52.8,52.8,0,0,0,0,0,0
01-09-2017,NTPL,1000,500,0,500,0,18.19,13.36,-4.83,-26.55
01-09-2017,NTPC Ltd.,7359.58,2059.58,1500,559.58,0,87.16,108.94,21.78,24.99
01-09-2017,NTECL,1500,500,0,500,0,22.75,21.19,-1.56,-6.86
