Date,Power Station,Monitored Cap.(MW),Total Cap. Under Maintenace (MW),Planned Maintanence (MW),Forced Maintanence(MW),Other Reasons (MW),Programme (MW),Actual (MW),Excess(+) / Shortfall (-) (MW),Deviation (MW)
01-09-2017,ACB,325,160,0,160,0,5.55,3.93,-1.62,-29.19
01-09-2017,Maharashtra,12988,2786,250,2218,318,165.64,169.58,3.94,2.38
01-09-2017,GIPCL,660,285,0,125,160,10.65,9.12,-1.53,-14.37
01-09-2017,UPCL,1200,0,0,0,0,19.87,21.75,1.88,9.46
01-09-2017,ST-CMSECP,250,250,0,250,0,4,0,-4,-100
01-09-2017,SPGL,208,94,0,0,94,3.19,1.49,-1.7,-53.29
01-09-2017,BALCO,600,0,0,0,0,8.26,8.78,0.52,6.3
01-09-2017,APL,7920,660,0,660,0,146.43,129.74,-16.69,-11.4
01-09-2017,AMNEPL,246,246,0,246,0,0,0,0,0
01-09-2017,AEML,500,0,0,0,0,10.93,9.81,-1.12,-10.25
01-09-2017,ACPL,0,0,0,0,0,0,0,0,0
01-09-2017,ACB,325,25,0,25,0,5.55,7.23,1.68,30.27
01-09-2017,Maharashtra,12988,2201,750,1133,318,165.64,169.58,3.94,2.38
01-09-2017,BLAPPL,90,45,0,45,0,0,0.73,0.73,0
01-09-2017,Madhya Pradesh,6115,1290,0,1230,60,87.54,77.73,-9.81,-11.21
01-09-2017,Chhatisgarh,3200,830,120,710,0,60.23,44.12,-16.11,-26.75
01-09-2017,TSPL,1980,1980,0,1980,0,34.45,7.37,-27.08,-78.61
01-09-2017,TPDDL,108,108,0,0,108,0,0,0,0
01-09-2017,THDC,1400,250,250,0,0,9.94,11.82,1.88,18.91
01-09-2017,SrEPL,225,0,0,0,0,1.97,4.44,2.47,125.38
01-09-2017,SJVNL,1912.02,818.67,318.67,0,500,9.74,9.23,-0.51,-5.24
01-09-2017,RWPL (JSW),1080,270,0,270,0,21.52,11.34,-10.18,-47.3
01-09-2017,Gujarat,9717.82,4437.72,0,2680.77,1756.95,88.41,71.24,-17.17,-19.42
01-09-2017,RPSCL,1200,600,0,600,0,20.1,7.9,-12.2,-60.7
01-09-2017,CGPL,4000,0,0,0,0,77.97,93.28,15.31,19.64
01-09-2017,DBPCL,1200,600,0,600,0,19.52,12.5,-7.02,-35.96
01-09-2017,LANCO,600,0,0,0,0,10.58,9.34,-1.24,-11.72
01-09-2017,KWPCL,600,0,0,0,0,0,9.75,9.75,0
01-09-2017,JSWEL,1200,600,0,300,300,22.08,13.87,-8.21,-37.18
01-09-2017,JPPVL,1820,0,0,0,0,25.01,25.91,0.9,3.6
01-09-2017,JPL,3400,1950,0,1950,0,29.48,29.54,0.06,0.2
01-09-2017,JHAPL,600,0,0,0,0,8.26,8.57,0.31,3.75
01-09-2017,IEPL,270,270,0,270,0,0,0,0,0
01-09-2017,CLPINDIA,655,655,0,0,655,0,0,0,0
01-09-2017,GMR ENERG,600,0,0,0,0,5.52,12.09,6.57,119.02
01-09-2017,GEPL,120,120,0,120,0,0,0,0,0
01-09-2017,GCEL,1370,0,0,0,0,0,22.57,22.57,0
01-09-2017,ESSARPMPL,1200,600,0,600,0,10.9,6.97,-3.93,-36.06
01-09-2017,ESSAR,515,515,0,295,220,0,0,0,0
01-09-2017,EPGL,1200,0,0,0,0,0,17.94,17.94,0
01-09-2017,DLHP,34,0,0,0,0,0.23,0,-0.23,-100
01-09-2017,DIPL,600,0,0,0,0,6,11.11,5.11,85.17
01-09-2017,GIPCL,660,160,0,0,160,10.65,11.06,0.41,3.85
01-09-2017,PPGCL (Jaypee),1980,0,0,0,0,25.84,26.25,0.41,1.59
01-09-2017,NTPC Ltd.,12614.06,3686.3,200,3377,109.3,183,185.2,2.2,1.2
01-09-2017,NPL,1400,700,700,0,0,27.47,11.65,-15.82,-57.59
01-09-2017,AHPC (GVK),330,0,0,0,0,1.39,1.32,-0.07,-5.04
01-09-2017,ADHPL,192,0,0,0,0,0.42,0.43,0.01,2.38
01-09-2017,Uttar Pradesh,5970.6,3263,1014,2249,0,87.29,45.63,-41.66,-47.73
01-09-2017,Uttarakhand,1252.15,474.25,150,96,228.25,7.85,10.51,2.66,33.89
01-09-2017,Rajasthan,7524.8,3488,250,2315,923,121.87,73.34,-48.53,-39.82
01-09-2017,Punjab,2701,1943.5,243.5,1550,150,24.67,8.8,-15.87,-64.33
01-09-2017,Jammu and Kashmir,1285,360,0,0,360,7.06,6.33,-0.73,-10.34
01-09-2017,APCPL,1500,1000,0,1000,0,22.23,6.75,-15.48,-69.64
01-09-2017,Himachal Pradesh,777,165,50,0,115,4.48,3.04,-1.44,-32.14
01-09-2017,Delhi,2100.4,784.6,0,0,784.6,13.78,17.02,3.24,23.51
01-09-2017,ONGC,726.6,726.6,0,363.3,363.3,13,0,-13,-100
01-09-2017,NTPC Ltd.,750,0,0,0,0,10.04,10.97,0.93,9.26
01-09-2017,NHPC,105,0,0,0,0,0.81,0.74,-0.07,-8.64
01-09-2017,NEEPCO.,1727,883.5,328.5,555,0,15.29,12.55,-2.74,-17.92
01-09-2017,Tripura,169.5,69,0,21,48,1.57,1.75,0.18,11.46
01-09-2017,Meghalaya,322,0,0,0,0,1.52,1.52,0,0
01-09-2017,Haryana,2720,2720,600,2120,0,32.19,0,-32.19,-100
01-09-2017,APL,1320,0,0,0,0,23.9,21.89,-2.01,-8.41
01-09-2017,BBMB,2920.3,293.45,203.25,0,90.2,20.1,23.63,3.53,17.56
01-09-2017,BEPL,450,450,0,450,0,0,0,0,0
01-09-2017,NPCIL,1520,220,0,220,0,21.76,30.6,8.84,40.63
01-09-2017,NLC,250,250,0,250,0,5.36,0,-5.36,-100
01-09-2017,NHPC,4484.2,1272.8,729.4,0,543.4,41.73,44.93,3.2,7.67
01-09-2017,MUNPL,660,660,0,660,0,8.9,0,-8.9,-100
01-09-2017,MPCL,86,0,0,0,0,0.32,0.26,-0.06,-18.75
01-09-2017,LPGCL,1980,1980,0,1980,0,19.81,0,-19.81,-100
01-09-2017,LAPPL,1200,600,600,0,0,24.8,9.67,-15.13,-61.01
01-09-2017,JPPVL,400,0,0,0,0,1.52,1.25,-0.27,-17.76
01-09-2017,JhPL(HR),1320,0,0,0,0,21.7,19.47,-2.23,-10.28
01-09-2017,IAEPL,36,0,0,0,0,0.29,0.19,-0.1,-34.48
01-09-2017,HBPCL,1300,250,250,0,0,5.39,4.74,-0.65,-12.06
01-09-2017,GPGSL (GVK),540,540,0,540,0,7.39,0,-7.39,-100
01-09-2017,GIPL,225,0,0,0,0,0,2.22,2.22,0
01-09-2017,GBHPPL,70,0,0,0,0,0.13,0.25,0.12,92.31
01-09-2017,E.P.P.L.,100,0,0,0,0,0.16,0.23,0.07,43.75
01-09-2017,DAE,100,100,0,100,0,0,0,0,0
01-09-2017,BIPL,0,0,0,0,0,0,0,0,0
01-09-2017,LVTPL,0,0,0,0,0,0,0,0,0
01-09-2017,MBPMPL,1200,0,0,0,0,19.94,12.68,-7.26,-36.41
01-09-2017,MCCPL,300,0,0,0,0,6,6.02,0.02,0.33
01-09-2017,NHDC,1520,190,190,0,0,6.97,9.17,2.2,31.56
01-09-2017,SEIL,2640,660,0,660,0,51.3,43.91,-7.39,-14.41
01-09-2017,SAMALPATI,105.7,0,0,0,0,0,0,0,0
01-09-2017,PPNPGCL,330.5,330.5,0,0,330.5,0,0,0,0
01-09-2017,PENNA,52.8,0,0,0,0,0.94,0.82,-0.12,-12.77
01-09-2017,NTPL,1000,0,0,0,0,17.58,20.67,3.09,17.58
01-09-2017,NTPC Ltd.,7359.58,1059.58,0,700,359.58,99.18,122.34,23.16,23.35
01-09-2017,NTECL,1500,0,0,0,0,23.32,22.87,-0.45,-1.93
01-09-2017,SEPL,600,600,0,600,0,0,0,0,0
01-09-2017,NPCIL,3320,1220,0,1220,0,67.16,48.17,-18.99,-28.28
01-09-2017,MEL,300,300,0,300,0,0,0,0,0
01-09-2017,MADURAI P,106,0,0,0,0,0,0,0,0
01-09-2017,LVS POWER,36.8,0,0,0,0,0,0,0,0
01-09-2017,KONDAPALI,1476.14,1229.28,0,0,1229.28,5.23,2.77,-2.46,-47.04
01-09-2017,KONA,445,445,0,0,445,0,0,0,0
01-09-2017,JSWEL,860,430,0,430,0,10.16,9.07,-1.09,-10.73
01-09-2017,ITPCL,1200,0,0,0,0,17.16,25.41,8.25,48.08
01-09-2017,NLC,3390,960,0,960,0,51.05,53.73,2.68,5.25
01-09-2017,SPGL,208,94,0,0,94,3.19,1.49,-1.7,-53.29
01-09-2017,ST-CMSECP,250,250,0,250,0,4,0,-4,-100
01-09-2017,UPCL,1200,0,0,0,0,19.87,17.29,-2.58,-12.98
01-09-2017,IBPIL,350,350,0,350,0,0,0,0,0
01-09-2017,HMEL,300,300,0,300,0,0,0,0,0
01-09-2017,HEL,600,0,0,0,0,12.84,10.05,-2.79,-21.73
01-09-2017,GMR ENERG,1050,0,0,0,0,21.23,18.47,-2.76,-13
01-09-2017,GIPL,110,0,0,0,0,0.39,0.34,-0.05,-12.82
01-09-2017,DVC,7233.2,2130,0,1300,830,99.47,87.86,-11.61,-11.67
01-09-2017,DEPL,96,0,0,0,0,0.32,0.36,0.04,12.5
01-09-2017,CPL,0,0,0,0,0,0,0,0,0
01-09-2017,CESC,1125,375,0,375,0,17.41,16.23,-1.18,-6.78
01-09-2017,BRBCL,750,0,0,0,0,10.32,14.48,4.16,40.31
01-09-2017,ADHUNIK,540,0,0,0,0,9.42,9.11,-0.31,-3.29
01-09-2017,West Bengal,6356,2200,800,920,480,73.28,63.58,-9.7,-13.24
01-09-2017,Sikkim,1200,200,200,0,0,6.61,5.24,-1.37,-20.73
01-09-2017,Odisha,3882.25,1043,279,764,0,30.16,32.6,2.44,8.09
01-09-2017,Jharkhand,550,0,0,0,0,5.91,5.98,0.07,1.18
01-09-2017,Andaman & Nicobar Islands,40.05,0,0,0,0,0.42,0.36,-0.06,-14.29
01-09-2017,VEMAGIRI,370,370,0,0,370,0,0,0,0
01-09-2017,IBPIL,300,300,0,300,0,0,0,0,0
01-09-2017,Manipur,36,0,0,0,0,0,0,0,0
01-09-2017,HNPC,1040,520,0,520,0,3.65,8.08,4.43,121.37
01-09-2017,GREL,768,768,0,0,768,0,0,0,0
01-09-2017,TATA PCL,930,0,0,0,0,16.59,16.16,-0.43,-2.59
01-09-2017,TATA MAH.,447,24,0,24,0,3.97,4.7,0.73,18.39
01-09-2017,SVPPL,63,0,0,0,0,0,1.49,1.49,0
01-09-2017,STPL,1350,1350,0,1350,0,0,0,0,0
01-09-2017,SPPL,150,150,0,150,0,0,0,0,0
01-09-2017,SPL,3960,0,0,0,0,87.7,96.68,8.98,10.24
01-09-2017,SKS,600,0,0,0,0,5.48,11.19,5.71,104.2
01-09-2017,TOR. POW. (SUGEN),1147.5,382.5,0,0,382.5,11.45,11.99,0.54,4.72
01-09-2017,SCPL,100,0,0,0,0,1.88,2.38,0.5,26.6
01-09-2017,RGPPL,1967.08,1303.54,0,0,1303.54,12.26,11.69,-0.57,-4.65
01-09-2017,RELIANCE,48,48,0,0,48,0,0,0,0
01-09-2017,RATTANINDIA,1350,1080,0,1080,0,15.13,5.27,-9.86,-65.17
01-09-2017,PGPL,388,388,0,0,388,0,0,0,0
01-09-2017,NTPC Ltd.,17553.59,4593.59,500,4093.59,0,300.45,273.97,-26.48,-8.81
01-09-2017,NSPCL,500,0,0,0,0,10.19,6.72,-3.47,-34.05
01-09-2017,NPCIL,1840,160,160,0,0,45.47,40.71,-4.76,-10.47
01-09-2017,RKMPPL,1440,360,0,360,0,8.45,15.06,6.61,78.22
01-09-2017,TOR. POW. (UNOSUGEN),1944.5,1582.5,0,0,1582.5,7.62,14.57,6.95,91.21
01-09-2017,TRNE,600,600,0,600,0,9.42,0,-9.42,-100
01-09-2017,VESPL,35,35,0,35,0,0,0,0,0
01-09-2017,GMR ENERG,220,220,0,0,220,0,0,0,0
01-09-2017,GAUTAMI,464,464,0,0,464,0,0,0,0
01-09-2017,CEPL,1200,0,0,0,0,10.9,19.14,8.24,75.6
01-09-2017,BSES(C),174,174,0,0,174,0,0,0,0
01-09-2017,BSES  AP,220,220,0,0,220,0,0,0,0
01-09-2017,BELLARY,25.2,0,0,0,0,0,0,0,0
01-09-2017,APGPCL,272,0,0,0,0,2.25,4.01,1.76,78.22
01-09-2017,ABAN POWR,119.8,0,0,0,0,1.48,2.44,0.96,64.86
01-09-2017,Telangana,6928.1,1806.2,800,100.8,905.4,94.95,88.13,-6.82,-7.18
01-09-2017,Tamil Nadu,7012.28,1573.23,185,928.23,460,86.28,93,6.72,7.79
01-09-2017,Puducherry,32.5,0,0,0,0,0.61,0.73,0.12,19.67
01-09-2017,Kerala,2016.46,512,338,138,36,18.52,14.86,-3.66,-19.76
01-09-2017,Karnataka,8664.2,2741.4,26.4,2565,150,96.4,94.74,-1.66,-1.72
01-09-2017,Andhra Pradesh,6855.4,2605.6,0,2440,165.6,98.55,59.36,-39.19,-39.77
01-09-2017,WPCL,2340,405,0,405,0,28.45,28.75,0.3,1.05
01-09-2017,VVL,135,135,0,135,0,0,0,0,0
01-09-2017,VIP,600,600,0,600,0,8.26,0,-8.26,-100
01-09-2017,GVKP&IL,220,220,0,0,220,0,0,0,0
01-09-2017,Assam,428.2,64.97,0,24,40.97,2.42,3.49,1.07,44.21
01-09-2017,TATA PCL,240,0,0,0,0,4.65,3.73,-0.92,-19.78
01-09-2017,SKPPPL,96,0,0,0,0,0.29,0.25,-0.04,-13.79
01-09-2017,GCEL,1370,0,0,0,0,0,24.23,24.23,0
01-09-2017,ESSARPMPL,1200,600,0,600,0,10.9,6.51,-4.39,-40.28
01-09-2017,ESSAR,515,515,0,295,220,0,0,0,0
01-09-2017,EPGL,1200,0,0,0,0,0,17.4,17.4,0
01-09-2017,DLHP,34,0,0,0,0,0.23,0,-0.23,-100
01-09-2017,DIPL,600,0,0,0,0,6,11.37,5.37,89.5
01-09-2017,DBPCL,1200,600,0,600,0,19.52,19.49,-0.03,-0.15
01-09-2017,GEPL,120,120,0,120,0,0,0,0,0
01-09-2017,CLPINDIA,655,655,0,0,655,0,0,0,0
01-09-2017,BLAPPL,90,45,0,45,0,0,0.73,0.73,0
01-09-2017,BALCO,600,0,0,0,0,8.26,8.93,0.67,8.11
01-09-2017,APL,7920,660,0,660,0,146.43,135.93,-10.5,-7.17
01-09-2017,AMNEPL,246,246,0,246,0,0,0,0,0
01-09-2017,AEML,500,0,0,0,0,10.93,10.01,-0.92,-8.42
01-09-2017,ACPL,0,0,0,0,0,0,0,0,0
01-09-2017,ACB,325,25,0,25,0,5.55,7.06,1.51,27.21
01-09-2017,CGPL,4000,0,0,0,0,77.97,93.28,15.31,19.64
01-09-2017,GIPCL,660,160,0,0,160,10.65,11.47,0.82,7.7
01-09-2017,GMR ENERG,600,0,0,0,0,5.52,12.28,6.76,122.46
01-09-2017,IEPL,270,270,0,270,0,0,0,0,0
01-09-2017,RGPPL,1967.08,1303.54,0,0,1303.54,12.26,11.66,-0.6,-4.89
01-09-2017,RELIANCE,48,48,0,0,48,0,0,0,0
01-09-2017,RATTANINDIA,1350,1080,0,1080,0,15.13,5.45,-9.68,-63.98
01-09-2017,PGPL,388,388,0,0,388,0,0,0,0
01-09-2017,NTPC Ltd.,17553.59,5093.59,500,4593.59,0,300.45,280.18,-20.27,-6.75
01-09-2017,NSPCL,500,0,0,0,0,10.19,6.73,-3.46,-33.95
01-09-2017,NPCIL,1840,160,160,0,0,45.47,40.65,-4.82,-10.6
01-09-2017,NHDC,1520,190,190,0,0,6.97,10.41,3.44,49.35
01-09-2017,MCCPL,300,0,0,0,0,6,6.18,0.18,3
01-09-2017,MBPMPL,1200,0,0,0,0,19.94,15.79,-4.15,-20.81
01-09-2017,LVTPL,0,0,0,0,0,0,0,0,0
01-09-2017,LANCO,600,0,0,0,0,10.58,10.4,-0.18,-1.7
01-09-2017,KWPCL,600,0,0,0,0,0,10.72,10.72,0
01-09-2017,JSWEL,1200,600,0,300,300,22.08,13.36,-8.72,-39.49
01-09-2017,JPPVL,1820,0,0,0,0,25.01,25.25,0.24,0.96
01-09-2017,JPL,3400,1950,0,1950,0,29.48,26.94,-2.54,-8.62
01-09-2017,JHAPL,600,0,0,0,0,8.26,10.25,1.99,24.09
01-09-2017,Maharashtra,12988,2661,750,1593,318,165.64,178.19,12.55,7.58
01-09-2017,RKMPPL,1440,360,0,360,0,8.45,15.79,7.34,86.86
01-09-2017,Madhya Pradesh,6115,1290,0,1230,60,87.54,82.67,-4.87,-5.56
01-09-2017,Chhatisgarh,3200,1120,120,1000,0,60.23,44.86,-15.37,-25.52
01-09-2017,GPGSL (GVK),540,540,0,540,0,7.39,0,-7.39,-100
01-09-2017,GIPL,225,0,0,0,0,0,2.22,2.22,0
01-09-2017,GBHPPL,70,0,0,0,0,0.13,0.21,0.08,61.54
01-09-2017,E.P.P.L.,100,0,0,0,0,0.16,0.28,0.12,75
01-09-2017,DAE,100,100,0,100,0,0,0,0,0
01-09-2017,BIPL,0,0,0,0,0,0,0,0,0
01-09-2017,BEPL,450,450,0,450,0,0,0,0,0
01-09-2017,HBPCL,1300,250,250,0,0,5.39,4.9,-0.49,-9.09
01-09-2017,BBMB,2920.3,293.45,203.25,0,90.2,20.1,23.85,3.75,18.66
01-09-2017,APCPL,1500,1000,0,1000,0,22.23,6.8,-15.43,-69.41
01-09-2017,AHPC (GVK),330,0,0,0,0,1.39,1.86,0.47,33.81
01-09-2017,ADHPL,192,0,0,0,0,0.42,0.46,0.04,9.52
01-09-2017,Uttar Pradesh,5970.6,3663,1014,2649,0,87.29,48.98,-38.31,-43.89
01-09-2017,Uttarakhand,1252.15,474.25,150,96,228.25,7.85,10.34,2.49,31.72
01-09-2017,Rajasthan,7524.8,2823,460,1870,493,121.87,85.72,-36.15,-29.66
01-09-2017,Punjab,2701,1943.5,243.5,1550,150,24.67,9.3,-15.37,-62.3
01-09-2017,APL,1320,0,0,0,0,23.9,22.86,-1.04,-4.35
01-09-2017,IAEPL,36,0,0,0,0,0.29,0.19,-0.1,-34.48
01-09-2017,JhPL(HR),1320,0,0,0,0,21.7,20.5,-1.2,-5.53
01-09-2017,JPPVL,400,0,0,0,0,1.52,1.25,-0.27,-17.76
01-09-2017,TSPL,1980,1320,0,1320,0,34.45,8.92,-25.53,-74.11
01-09-2017,TPDDL,108,108,0,0,108,0,0,0,0
01-09-2017,THDC,1400,250,250,0,0,9.94,11.78,1.84,18.51
01-09-2017,SrEPL,225,0,0,0,0,1.97,4.45,2.48,125.89
01-09-2017,SJVNL,1912.02,818.67,318.67,0,500,9.74,9.16,-0.58,-5.95
01-09-2017,RWPL (JSW),1080,270,0,270,0,21.52,12.26,-9.26,-43.03
01-09-2017,RPSCL,1200,600,0,600,0,20.1,8.64,-11.46,-57.01
01-09-2017,PPGCL (Jaypee),1980,0,0,0,0,25.84,28.78,2.94,11.38
01-09-2017,NTPC Ltd.,12614.06,4346.3,200,4037,109.3,183,171.41,-11.59,-6.33
01-09-2017,NPL,1400,700,700,0,0,27.47,13.66,-13.81,-50.27
01-09-2017,NPCIL,1520,220,0,220,0,21.76,30.32,8.56,39.34
01-09-2017,NLC,250,250,0,250,0,5.36,0,-5.36,-100
01-09-2017,NHPC,4484.2,896.4,729.4,0,167,41.73,42.81,1.08,2.59
01-09-2017,MUNPL,660,660,0,660,0,8.9,0,-8.9,-100
01-09-2017,MPCL,86,0,0,0,0,0.32,0.3,-0.02,-6.25
01-09-2017,LPGCL,1980,1980,0,1980,0,19.81,0,-19.81,-100
01-09-2017,LAPPL,1200,600,600,0,0,24.8,10.42,-14.38,-57.98
01-09-2017,Gujarat,9717.82,4086.72,0,2680.77,1405.95,88.41,68.16,-20.25,-22.9
01-09-2017,ICCL,0,0,0,0,0,0.42,1.01,0.59,140.48
01-09-2017,SCPL,100,0,0,0,0,1.88,2.38,0.5,26.6
01-09-2017,SPL,3960,0,0,0,0,87.7,96.83,9.13,10.41
01-09-2017,ADHUNIK,540,0,0,0,0,9.42,9.11,-0.31,-3.29
01-09-2017,West Bengal,6356,2200,800,920,480,73.28,62.76,-10.52,-14.36
01-09-2017,Sikkim,1200,200,200,0,0,6.61,4.87,-1.74,-26.32
01-09-2017,Odisha,3882.25,383,279,104,0,30.16,39.96,9.8,32.49
01-09-2017,Jharkhand,550,420,0,420,0,5.91,5.98,0.07,1.18
01-09-2017,Andaman & Nicobar Islands,40.05,0,0,0,0,0.42,0.36,-0.06,-14.29
01-09-2017,VEMAGIRI,370,370,0,0,370,0,0,0,0
01-09-2017,BRBCL,750,0,0,0,0,10.32,15.28,4.96,48.06
01-09-2017,UPCL,1200,0,0,0,0,19.87,18.61,-1.26,-6.34
01-09-2017,SPGL,208,94,0,0,94,3.19,1.49,-1.7,-53.29
01-09-2017,SEPL,600,600,0,600,0,0,0,0,0
01-09-2017,SEIL,2640,660,0,660,0,51.3,44.01,-7.29,-14.21
01-09-2017,SAMALPATI,105.7,0,0,0,0,0,0,0,0
01-09-2017,PPNPGCL,330.5,330.5,0,0,330.5,0,0,0,0
01-09-2017,PENNA,52.8,0,0,0,0,0.94,0.81,-0.13,-13.83
01-09-2017,NTPL,1000,0,0,0,0,17.58,19.94,2.36,13.42
01-09-2017,ST-CMSECP,250,250,0,250,0,4,0,-4,-100
01-09-2017,CESC,1125,375,0,375,0,17.41,16.19,-1.22,-7.01
01-09-2017,CPL,0,0,0,0,0,0,0,0,0
01-09-2017,DEPL,96,0,0,0,0,0.32,0.4,0.08,25
01-09-2017,SEPL,97,48.5,0,0,48.5,0.39,0.3,-0.09,-23.08
01-09-2017,SEL,1200,600,0,600,0,1.35,8.3,6.95,514.81
01-09-2017,NTPC Ltd.,10730,820,0,820,0,184.67,185.73,1.06,0.57
01-09-2017,NPGCL,660,0,0,0,0,9.19,14.71,5.52,60.07
01-09-2017,NHPC,862,60,60,0,0,5.55,5.26,-0.29,-5.23
01-09-2017,NALCO,0,0,0,0,0,0.26,0.69,0.43,165.38
01-09-2017,MPL,1050,0,0,0,0,21.49,20.43,-1.06,-4.93
01-09-2017,LBPL,0,0,0,0,0,0,0,0,0
01-09-2017,K.B.U.N.L,610,220,0,220,0,8.54,7.1,-1.44,-16.86
01-09-2017,JITPL,1200,600,0,600,0,11.48,14.37,2.89,25.17
01-09-2017,ICCL,0,0,0,0,0,0.42,0.97,0.55,130.95
01-09-2017,IBPIL,350,350,0,350,0,0,0,0,0
01-09-2017,HMEL,300,300,0,300,0,0,0,0,0
01-09-2017,HEL,600,0,0,0,0,12.84,9.89,-2.95,-22.98
01-09-2017,GMR ENERG,1050,0,0,0,0,21.23,15.56,-5.67,-26.71
01-09-2017,GIPL,110,0,0,0,0,0.39,0.38,-0.01,-2.56
01-09-2017,DVC,7233.2,2130,0,1300,830,99.47,96.05,-3.42,-3.44
01-09-2017,NTPC Ltd.,7359.58,1059.58,0,700,359.58,99.18,123.84,24.66,24.86
01-09-2017,SKS,600,300,0,300,0,5.48,6.95,1.47,26.82
01-09-2017,NTECL,1500,0,0,0,0,23.32,23.49,0.17,0.73
01-09-2017,NLC,3390,250,0,250,0,51.05,61.24,10.19,19.96
01-09-2017,Puducherry,32.5,0,0,0,0,0.61,0.73,0.12,19.67
01-09-2017,Kerala,2016.46,537,363,138,36,18.52,14.91,-3.61,-19.49
01-09-2017,Karnataka,8664.2,2750.4,236.4,2364,150,96.4,96.75,0.35,0.36
01-09-2017,Andhra Pradesh,6855.4,1805.6,0,1640,165.6,98.55,80.46,-18.09,-18.36
01-09-2017,WPCL,2340,1005,600,405,0,28.45,28.46,0.01,0.04
01-09-2017,VVL,135,135,0,135,0,0,0,0,0
01-09-2017,VIP,600,600,0,600,0,8.26,0,-8.26,-100
01-09-2017,Tamil Nadu,7012.28,1547.5,185,890,472.5,86.28,85.87,-0.41,-0.48
01-09-2017,VESPL,35,35,0,35,0,0,0,0,0
01-09-2017,TOR. POW. (UNOSUGEN),1944.5,1182.5,0,0,1182.5,7.62,14.95,7.33,96.19
01-09-2017,TOR. POW. (SUGEN),1147.5,382.5,0,0,382.5,11.45,10.86,-0.59,-5.15
01-09-2017,TATA PCL,930,0,0,0,0,16.59,17.37,0.78,4.7
01-09-2017,TATA MAH.,447,24,0,24,0,3.97,4.3,0.33,8.31
01-09-2017,SVPPL,63,0,0,0,0,0,1.49,1.49,0
01-09-2017,STPL,1350,1350,0,1350,0,0,0,0,0
01-09-2017,SPPL,150,150,0,150,0,0,0,0,0
01-09-2017,TRNE,600,600,0,600,0,9.42,0,-9.42,-100
01-09-2017,Telangana,6928.1,1705.4,800,100.8,804.6,94.95,93.88,-1.07,-1.13
01-09-2017,ABAN POWR,119.8,0,0,0,0,1.48,2.46,0.98,66.22
01-09-2017,APGPCL,272,0,0,0,0,2.25,3.9,1.65,73.33
01-09-2017,MEL,300,300,0,300,0,0,0,0,0
01-09-2017,MADURAI P,106,0,0,0,0,0,0,0,0
01-09-2017,LVS POWER,36.8,0,0,0,0,0,0,0,0
01-09-2017,KONDAPALI,1476.14,1229.28,0,0,1229.28,5.23,2.83,-2.4,-45.89
01-09-2017,KONA,445,445,0,0,445,0,0,0,0
01-09-2017,JSWEL,860,430,0,430,0,10.16,9.07,-1.09,-10.73
01-09-2017,ITPCL,1200,0,0,0,0,17.16,25.38,8.22,47.9
01-09-2017,IBPIL,300,300,0,300,0,0,0,0,0
01-09-2017,HNPC,1040,520,0,520,0,3.65,8.02,4.37,119.73
01-09-2017,GVKP&IL,220,220,0,0,220,0,0,0,0
01-09-2017,GREL,768,768,0,0,768,0,0,0,0
01-09-2017,GMR ENERG,220,220,0,0,220,0,0,0,0
01-09-2017,GAUTAMI,464,464,0,0,464,0,0,0,0
01-09-2017,CEPL,1200,600,0,600,0,10.9,13.25,2.35,21.56
01-09-2017,BSES(C),174,174,0,0,174,0,0,0,0
01-09-2017,BSES  AP,220,220,0,0,220,0,0,0,0
01-09-2017,BELLARY,25.2,0,0,0,0,0,0,0,0
01-09-2017,NPCIL,3320,1220,0,1220,0,67.16,47.19,-19.97,-29.73
01-09-2017,JITPL,1200,600,0,600,0,11.48,12.19,0.71,6.18
01-09-2017,K.B.U.N.L,610,220,0,220,0,8.54,6.58,-1.96,-22.95
01-09-2017,LBPL,0,0,0,0,0,0,0,0,0
01-09-2017,NLC,250,250,0,250,0,5.36,0.03,-5.33,-99.44
01-09-2017,NHPC,4484.2,811.4,568,0,243.4,41.73,45.16,3.43,8.22
01-09-2017,MUNPL,660,660,0,660,0,8.9,0,-8.9,-100
01-09-2017,MPCL,86,0,0,0,0,0.32,0.26,-0.06,-18.75
01-09-2017,LPGCL,1980,1980,0,1980,0,19.81,0,-19.81,-100
01-09-2017,LAPPL,1200,600,600,0,0,24.8,10.23,-14.57,-58.75
01-09-2017,JPPVL,400,0,0,0,0,1.52,1.27,-0.25,-16.45
01-09-2017,NPCIL,1520,220,0,220,0,21.76,30.73,8.97,41.22
01-09-2017,JhPL(HR),1320,0,0,0,0,21.7,19.66,-2.04,-9.4
01-09-2017,HBPCL,1300,250,250,0,0,5.39,4.65,-0.74,-13.73
01-09-2017,GPGSL (GVK),540,540,0,540,0,7.39,0,-7.39,-100
01-09-2017,GIPL,225,0,0,0,0,0,2.22,2.22,0
01-09-2017,GBHPPL,70,0,0,0,0,0.13,0.21,0.08,61.54
01-09-2017,E.P.P.L.,100,0,0,0,0,0.16,0.2,0.04,25
01-09-2017,DAE,100,100,0,100,0,0,0,0,0
01-09-2017,BIPL,0,0,0,0,0,0,0,0,0
01-09-2017,IAEPL,36,0,0,0,0,0.29,0.17,-0.12,-41.38
01-09-2017,NPL,1400,700,700,0,0,27.47,13.01,-14.46,-52.64
